date,entity_id,primary_metric,secondary_metric,value_pool,quality_score,risk_score
2026-01-01,AIF001,53.8,24.4,151312,92.7,81.3
2026-01-01,AIF002,85.6,32.1,84996,80.4,66.4
2026-01-01,AIF003,86.4,70.2,23705,70.6,55.3
2026-01-01,AIF004,53.3,24.5,31619,72.1,67.1
2026-01-01,AIF005,63.1,39.8,137323,65.8,75.8
2026-01-01,AIF006,72.7,43.7,134118,91.8,22.2
2026-01-01,AIF007,88.4,46.0,147678,95.9,41.4
2026-01-01,AIF008,88.1,26.0,36654,90.3,17.6
2026-01-01,AIF009,53.1,42.2,33600,76.6,43.6
2026-01-01,AIF010,67.1,34.6,109059,72.8,13.2
2026-01-01,AIF011,58.2,73.1,71192,81.0,38.5
2026-01-01,AIF012,83.6,38.2,75556,75.2,53.7
2026-01-01,AIF013,69.7,55.4,17473,67.0,55.4
2026-01-01,AIF014,95.4,42.5,110210,67.6,60.6
2026-01-01,AIF015,64.7,75.9,170075,97.9,88.0
2026-01-01,AIF016,84.6,31.0,149187,87.5,12.8
2026-01-01,AIF017,60.9,34.4,57291,80.3,78.1
2026-01-01,AIF018,71.0,23.2,160353,69.5,83.1
2026-01-01,AIF019,40.2,69.5,153155,64.9,69.3
2026-01-01,AIF020,94.4,29.1,53290,85.9,46.3
2026-01-01,AIF021,94.7,62.5,156639,91.5,37.0
2026-01-01,AIF022,95.8,25.2,39850,95.7,39.2
2026-01-01,AIF023,65.2,26.5,154586,92.0,9.3
2026-01-01,AIF024,92.5,31.5,44250,64.7,47.6
2026-01-01,AIF025,60.2,70.4,97083,93.6,84.3
2026-01-01,AIF026,56.4,24.8,116740,80.8,50.9
2026-01-01,AIF027,63.9,20.7,3652,94.5,25.3
2026-01-01,AIF028,64.4,81.4,5097,82.8,66.9
2026-01-01,AIF029,93.7,63.4,33403,73.5,43.1
2026-01-01,AIF030,67.2,56.1,117436,80.1,31.3
2026-01-01,AIF031,44.6,25.7,64119,66.2,87.3
2026-01-01,AIF032,91.3,72.3,34334,87.9,86.5
2026-01-01,AIF033,76.4,78.7,43475,72.4,27.2
2026-01-01,AIF034,75.3,36.6,157551,97.9,81.7
2026-01-01,AIF035,95.2,83.7,119387,88.1,60.9
2026-01-01,AIF036,46.5,18.4,113231,78.3,43.4
2026-01-02,AIF001,43.8,34.5,78366,96.1,45.7
